Name,Review stars,Brand,Price,Capacity,Access Location
"VVE Mini Foldable Washing Machine, Portable Washing Machine Small Automatic Portable Folding Compact Washing Machine(Color May Vary)",2.5 out of 5 stars,VVE,"3,599",Capacity 0.8 Kilograms,Access Location Top Load
"Panasonic 8 kg 5 Star Semi-Automatic Top Loading Washing Machine with Powerful Motor (NA-W80B5ARB, Blue, Active Foam System)",4.3 out of 5 stars,Panasonic,"13,200",Capacity 8 Kilograms,NaN
White Westinghouse 7.5kg Ultra Hydrant Technology Fully-Automatic Top Loading Washing Machine (HDT7500 / GREY/Ultra Hydrant Technology ),3.9 out of 5 stars,NaN,"14,499",NaN,NaN
"Voltas Beko 8 kg 5 Star Semi Automatic Washing Machine (WTT80DBLG, Sky Blue)",4.0 out of 5 stars,Voltas Beko,NaN,Capacity 8 Kilograms,Access Location Top Load
"IFB 8 Kg 5 Star Front Load Washing Machine 2X Power Dual Steam (SENATOR PLUS SXS 8014, Silver, Active Colour Protection, Hard Water Wash)",4.4 out of 5 stars,IFB,"37,990",Capacity 8 Kilograms,NaN
"Samsung 9 Kg 5 Star Wi-Fi Inverter Fully-Automatic Front Loading Washing Machine (WW90T604DLN1TL, Inox, In-Built Heater)",3.6 out of 5 stars,Samsung,"45,000",Capacity 9 Kilograms,Access Location Front Load
"LG 10.5 Kg / 7.0 Kg Inverter Front Load Wi-Fi Washer Dryer (FHD1057STB, Black Steel, In-built Heater, Turbo Wash)",4.2 out of 5 stars,LG,"65,490",Capacity 10.5 Kilograms,NaN
"Samsung 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (WT85R4000LL/TL, Blue, Air turbo drying)",4.3 out of 5 stars,Samsung,"13,790",Capacity 8.5 Kilograms,NaN
"LG 6.0 Kg Inverter Fully-Automatic Front Loading Washing Machine (FHT1006HNW, Blue White)",4.4 out of 5 stars,LG,NaN,Capacity 6 Kilograms,NaN
"LG 7 Kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine (T70SJMB1Z, Middle Black, Jet Spray+)",4.4 out of 5 stars,LG,"21,119",Capacity 7 Kilograms,NaN
"Samsung 8 Kg 5 Star Inverter, Hygiene Steam Fully-Automatic Front Loading Washing Machine (WW80T4040CE1TL, White)",4.3 out of 5 stars,Samsung,"31,990",Capacity 8 Kilograms,NaN
"Foxsky 7.6 kg Semi-Automatic Top Loading Washing Machine (FOXSKY AQUA WASH 7.6 KG, MAROON)",3.8 out of 5 stars,Foxsky,"9,100",Capacity 7.6 Kilograms,Access Location Top Load
"Whirlpool 10.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE XL 10.5, Graphite Grey, 3D Scrub Technology)",4.4 out of 5 stars,Whirlpool,"17,990",Capacity 10.5 Kilograms,NaN
"Onida 8 Kg Semi-Automatic Top Loading Washing Machine (S80SBXR, White)",5.0 out of 5 stars,Onida,"9,990",Capacity 8 Kilograms,NaN
"Panasonic 7 Kg Wifi Built-In Heater Fully-Automatic Top Loading Smart Washing Machine (NA-F70AH10MB, Middle Free Silver, Works with Alexa)",4.0 out of 5 stars,Panasonic,"22,790",Capacity 7 Kilograms,Access Location Top Load
"Godrej Edge Pro 9 Kg 5 Star Semi Automatic Top Load Washing Machine (WSEDGE PRO 90 5.0 PB3 M LISP, Lilac Sprinkle)",4.2 out of 5 stars,Godrej,"14,390",Capacity 9 Kilograms,Access Location Top Load
"Voltas Beko 8 kg Semi-Automatic Top Loading Washing Machine (WTT80DGRT, Gray) 2020",4.0 out of 5 stars,Voltas Beko,NaN,Capacity 8 Kilograms,NaN
"Haier 8 Kg 5 Star Rating Fully Automatic Top Load Washing Machine (HWM80-H826S6, Black)",NaN,Haier,"27,340",Capacity 8 Kilograms,NaN
"Candes 6.5 kg Semi Automatic Top Load Washing Machine (2 Wash Program, Heavy Moter, Low Water Consumption, 5 Year Warranty on Moter), Maroon Red (CTPL65PL1SWM) 2023",NaN,Candes,"7,490",Capacity 6.5 Kilograms,NaN
"IFB 10.0 Kg 5 Star Top Load Washing Machine Aqua Conserve (TL-SIBS 10.0KG AQUA, Inox, Power Dual Steam, Inbuilt Heater)",3.5 out of 5 stars,IFB,"32,390",Capacity 10 Kilograms,Access Location Top Load
"Whirlpool 6.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine (CLS6.5 GRY, Grey)",4.4 out of 5 stars,Whirlpool,NaN,Capacity 6.5 Kilograms,Access Location Top Load
"AmazonBasics 7 kg Semi Automatic Washing Machine (with Heavy wash function, White/Blue color)",3.9 out of 5 stars,AmazonBasics,"9,990",Capacity 7 Kilograms,Access Location Front Load
"Panasonic 6.7 kg Built-in Heater Fully-Automatic Top Loading Washing Machine (NA-F67BH8MRB,Middle free silver,Active Foam System) with Water Reuse",4.3 out of 5 stars,Panasonic,"16,990",Capacity 6.7 Kilograms,Access Location Top Load
"LG 8 Kg 5 Star Inverter Fully-Automatic Front Loading Washing Machine with Inbuilt heater (FHP1208Z3W, Blue White, AI DD Technology & Steam for Hygiene)",NaN,LG,"35,990",Capacity 8 Kilograms,NaN
"Whirlpool 8 kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE SUPER SOAK 8.0, Coral Red, Supersoak Technology)",4.3 out of 5 stars,Whirlpool,NaN,Capacity 8 Kilograms,NaN
Bosch 6.5kg 5 Star 1000RPM INVERTER TOUCH CONTROL Fully Automatic Front Load with Heater White(WLJ2006EIN),4.4 out of 5 stars,Bosch,NaN,Capacity 6.5 Kilograms,Access Location Front Load
"Voltas Beko 8.5 kg Semi-Automatic Top Loading Washing Machine, 2 Casette Filter (WTT85DBLT, Sky Blue)",3.9 out of 5 stars,Voltas Beko,"16,990",Capacity 8.5 Kilograms,Access Location Top Load
"Panasonic 8 Kg Wifi  Fully-Automatic Top Loading Smart Washing Machine (NA-F80X10PRB, Pure Black, Compatible with Alexa)",4.3 out of 5 stars,Panasonic,"24,490",Capacity 8 Kilograms,Access Location Top Load
Voltas Beko 12 kg Semi Automatic Washing Machine (Burgundy) WTT120ABRT,NaN,NaN,"18,990",NaN,NaN
"Panasonic 7 kg 5 Star Semi-Automatic Top Loading Washing Machine (NA-W70E5RRB, Red, Powerful Motor, Active Foam System, Effective Wash Pulsator )",4.2 out of 5 stars,Panasonic,"10,490",Capacity 7 Kilograms,NaN
"Panasonic 8.0 Kg 5 Star Wifi Inverter Fully-Automatic Front Loading Washing Machine (NA-148MF1L01, Silver, Compatible for Alexa)",4.0 out of 5 stars,Panasonic,"41,990",Capacity 8 Kilograms,Access Location Front Load
"Whirlpool 7.5 Kg Fully-Automatic Top Loading Washing Machine (Stainwash Ultra SC 10 YMW, Grey)",4.2 out of 5 stars,NaN,NaN,NaN,NaN
"Godrej 7.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTEON MGNS 75 5.0 FDTN MTBK, Metallic Black, Zero Pressure Technology)",4.2 out of 5 stars,Godrej,"16,390",Capacity 7.5 Kilograms,NaN
"Panasonic 7 kg 5 Star Semi-Automatic Top Loading Washing Machine (NA-W70E5RRB, Red, Powerful Motor, Active Foam System, Effective Wash Pulsator )",4.2 out of 5 stars,Panasonic,"10,490",Capacity 7 Kilograms,NaN
"AmazonBasics 8.5 kg Top Load Washing Machine (Grey/Black, Full Metal body, LED Display)",4.0 out of 5 stars,AmazonBasics,"16,990",Capacity 8.5 Kilograms,Access Location Top Load
"LUCK STORE Mini Foldable Top Load Washing Machine Portable, Small Automatic Cleaning Washer with Capacity of 2 kg, Multicolour",4.6 out of 5 stars,LUCK STORE,NaN,NaN,Access Location Top Load
"Samsung 7.0 Kg Inverter 5 star Semi-Automatic Washing Machine, Top Load (WT70M3200HL/TL, Light Grey, Air turbo drying)",4.2 out of 5 stars,Samsung,NaN,Capacity 7 Kilograms,Access Location Top Load
"Panasonic 7 Kg Semi-Automatic Top Loading Washing Machine (NA-W70L6ARB, Blue)",NaN,Panasonic,NaN,Capacity 7 Kilograms,Access Location Top Load
"IFB 8.5 kg 5 Star Fully-Automatic Front Loading Washing Machine (EXECUTIVE PLUS VX ID, White, In-Built Heater, 4D Wash technology)",4.4 out of 5 stars,IFB,"39,999",Capacity 8.5 Kilograms,NaN
Havells-Lloyd 7.0 kg Fully Automatic Front Load Washing Machine (GLWMF70WC1 White),5.0 out of 5 stars,Lloyd,"27,990",Capacity 7 Kilograms,Access Location Front Load
"Samsung 9 Kg '5-star Ecobubble™ Wi-Fi Inverter Fully Automatic Top Load Washing Machine (WA90BG4546BVTL,Black Caviar), Bubble Storm & Super Speed Technology",NaN,Samsung,NaN,Capacity 9 Kilograms,NaN
"Godrej EDGE ULTIMA 8 Kg 5 star Semi-Automatic Top Loading Washing Machine (WSEDGE ULT 80 5.0 DB2M CSRD, Crystal Red, tougened glass lids)",4.4 out of 5 stars,Godrej,NaN,Capacity 8 Kilograms,Access Location Top Load
"Lloyd 8 Kg 5 Star Semi-Automatic Top Load Washing Machine (GLWMS80APBEL, Pastel Blue )",5.0 out of 5 stars,Lloyd,NaN,Capacity 8 Kilograms,NaN
"Godrej 7 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTEON MGNS 70 5.0 FDTN SRGR, , Storm Grey, Zero Pressure Technology)",4.2 out of 5 stars,NaN,"16,490",NaN,NaN
"Samsung 7 Kg 5 Star AI Control & Wi-Fi, Fully-Automatic Front Loading Washing Machine (WW70T502NTW1TL, White, Digital Inverter)",4.3 out of 5 stars,Samsung,"30,490",Capacity 7 Kilograms,NaN
"IFB 6.5 kg Fully-Automatic Top Loading Washing Machine (TL-RBR 6.5Kg Aqua, Brown, Hard Water Wash, Smart Sense)",NaN,IFB,"22,790",Capacity 6.5 Kilograms,NaN
"Whirlpool 9.5 kg Semi-Automatic Top Loading Washing Machine (ACE XL 9.5, Coral Red, 3D Scrub Technology)",4.2 out of 5 stars,Whirlpool,NaN,Capacity 9.5 Kilograms,NaN
"Haier 707 Series 6.5 KG 5 Star Fully Automatic Top Load Washing Machine (HWM65-707BKNZP, Titanium Grey)",4.0 out of 5 stars,Haier,NaN,Capacity 6.5 Kilograms,Access Location Top Load
"LG AI Direct Drive Front Load Washer with Steam & TurboWash, FHV1409ZWP, 9.0Kg",4.4 out of 5 stars,LG,"40,980",Capacity 9 Kilograms,Access Location Front Load
"Samsung 6.5 Kg Inverter 3 star Fully-Automatic Top Loading Washing Machine (WA65M4001HA/TL, Imperial Silver, wobble technology)",4.5 out of 5 stars,NaN,"21,551",NaN,NaN
"LG 8.0 kg Semi-Automatic Top Loading Washing Machine (P9037R3SM, Dark Blue)",4.3 out of 5 stars,LG,NaN,Capacity 8 Kilograms,Access Location Top Load
"Haier 8.5 Kg Semi-Automatic Top Loading Washing Machine (HTW85-178, Red Roses)",4.1 out of 5 stars,Haier,NaN,Capacity 8.5 Kilograms,NaN
"Whirlpool 8 kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE SUPER SOAK 8.0, Coral Purple, Supersoak Technology)",4.4 out of 5 stars,Whirlpool,NaN,Capacity 8 Kilograms,NaN
"Panasonic 7 kg 5 Star Semi-Automatic Top Loading Washing Machine with Powerful Motor (NA-W70B5RRB, Red, Active Foam System)",4.6 out of 5 stars,Panasonic,"12,490",Capacity 7 Kilograms,NaN
"Amazon Basics 7 Kg Fully Automatic Front Loading Washing Machine (White, Steam Wash, Built-in Heater)",3.2 out of 5 stars,AmazonBasics,"22,990",Capacity 7 Kilograms,Access Location Front Load
"Samsung 8 Kg '5 Star Ecobubble Wi-Fi Inverter Fully Automatic Top Load Washing Machine (Wa80Bg4542Bdtl,Versailles Gray), Bubble Storm Technology",4.4 out of 5 stars,Samsung,NaN,Capacity 8 Kilograms,Access Location Top Load
"Panasonic 7 Kg Wifi Built-In Heater Fully-Automatic Top Loading Smart Washing Machine (NA-F70AH10MB, Middle Free Silver, Works with Alexa)",4.0 out of 5 stars,Panasonic,"22,790",Capacity 7 Kilograms,Access Location Top Load
"Bosch 6 Kg Fully-Automatic Front Loading Washing Machine (WLJ2026SIN, Silver)",4.2 out of 5 stars,Bosch,NaN,Capacity 6 Kilograms,Access Location Front Load
"Foxsky 7.6 kg Semi-Automatic Top Loading Washing Machine (FOXSKY AQUA WASH 7.6 KG, MAROON)",3.8 out of 5 stars,Foxsky,"9,100",Capacity 7.6 Kilograms,Access Location Top Load
"Whirlpool 7 kg Semi-Automatic Top Loading Washing Machine (Ace 7.0 Supreme Plus, Coral Red)",4.3 out of 5 stars,Whirlpool,NaN,Capacity 7 Kilograms,Access Location Top Load
DMR Single Tub Portable Mini 4.6 Kg Washing Machine with 2 kg Steel Dryer Basket (White)- DMR 46-1218 (W2Yr),NaN,DMR,"6,499",Capacity 4.6 Kilograms,NaN
Whirlpool Whitemagic Classic 6.5 Kg GenX Fully Automatic Top Load Washing Machine,NaN,Whirlpool,"16,590",NaN,Access Location Top Load
"Ifb Laundrimagic 3-In-1 8.5 Kg/6.5 Kg/2.5 Kg Inverter Washer Dryer Refresh Front Load (Executive Zxm, Mocha)",3.9 out of 5 stars,IFB,"59,990",Capacity 8.5 Kilograms,NaN
"Panasonic 7 kg 5 Star Semi-Automatic Top Loading Washing Machine with Powerful Motor (NA-W70B5RRB, Red, Active Foam System)",4.6 out of 5 stars,Panasonic,"12,490",Capacity 7 Kilograms,NaN
"Bosch 9 KG /6 KG Inverter Front Load Washer Dryer (WNA14408IN, Silver, Inbuilt Heater 1400 RPM)",4.2 out of 5 stars,Bosch,NaN,Capacity 9 Kilograms,Access Location Front Load
"Samsung 12 Kg 5 Star Wi-Fi Inverter Fully-Automatic Front Loading Washing Machine (WW12T504DAB/TL, Black Caviar, In-Built Heater)",5.0 out of 5 stars,Samsung,NaN,Capacity 12 Kilograms,NaN
"Godrej 7.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine with In Built Heater (WTEON MGNS 75 5.0 FDTG MTBK, Metallic Black, Zero Pressure Technology)",3.7 out of 5 stars,Godrej,"18,490",Capacity 7.5 Kilograms,NaN
BIGGTOY Mini Foldable Washing Machine | Undergarments and use in Travel Also | Ultrasonic Cleaning Machine | Small Automatic Portable Underwear Folding 2Kg Washing Machine [Multicolor],5.0 out of 5 stars,BIGGTOY,"4,399",Capacity 2 Kilograms,Access Location Top Load
"LG 8 kg 5 Star Inverter Wi-Fi Fully-Automatic Front Loading Washing Machine (FHV1408ZWP, Platinum Silver, Steam)",4.4 out of 5 stars,LG,NaN,Capacity 8 Kilograms,Access Location Front Load
"Haier 6 kg Fully-Automatic Front Loading Washing Machine with Muscular Drum, LED Display (HW60-10829NZP, White)",4.0 out of 5 stars,Haier,"22,490",Capacity 6 Kilograms,NaN
"LG 9 Kg 5 Star Wi-Fi Fully-Automatic Top Load Washing Machine (THD09NWF, Middle Free Silver, AIDD Technology & TurboWash)",NaN,LG,NaN,Capacity 9 Kilograms,NaN
"Godrej 7.2 Kg Semi-Automatic Top Loading Washing Machine (WS EDGE CLS+ 72 TN3 M WNRD, Wine Red)(TOUHENED GLASS)",NaN,Godrej,NaN,Capacity 7.2 Kilograms,Access Location Top Load
Midea 7 kg Fully Automatic Front Load with In-built Heater White (MWMFL070HEF),NaN,Midea,"17,905",Capacity 7 Kilograms,Access Location Front Load
"LG 6.5 kg Fully Automatic Front Load Washing Machine (FHV1265ZFW, White)",4.7 out of 5 stars,LG,NaN,Capacity 6.5 Kilograms,Access Location Front Load
FREEDOM PLUS mini washing machine - 6.5kg,NaN,FREEDOM PLUS,"3,999",NaN,Access Location Top Load
"Godrej 7.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTEON VLVT 75 5.0 FDTN MTBK, Metallic Black, Zero Pressure Technology)",NaN,NaN,"20,409",NaN,NaN
"Panasonic 8 Kg Wifi  Fully-Automatic Top Loading Smart Washing Machine (NA-F80A10CRB, Charcoal Inox Grey, Compatible with Alexa)",4.3 out of 5 stars,Panasonic,"23,490",Capacity 8 Kilograms,Access Location Top Load
AKSHAR INDUSTRIES Portable Washing Machine Bucket Portable Washing Machine for Shoes Portable Washing Machine Handy Handy Washing Machine Bucket Portable Washing Machine.,NaN,AKSHAR INDUSTRIES,"2,499",Capacity 100 Milliliters,Access Location Top Load
"Panasonic 8 Kg Wifi Built-In Heater Fully-Automatic Top Loading Smart Washing Machine (NA-F80V10SRB, Stainless Steel, Compatible with Alexa)",4.0 out of 5 stars,Panasonic,"28,690",Capacity 8 Kilograms,Access Location Top Load
"Godrej 7.5 Kg Semi-Automatic Top Loading Washing Machine (WS EDGE CLS 7.5 PN2 M ROPL, Royal Purple)",4.2 out of 5 stars,Godrej,NaN,Capacity 7.5 Kilograms,NaN
PPJ ®- Portable Handy Bucket Washing Machine/Mini Washing Machine with 350 Watt - Nylon Belt Model Capacity 2 Kilograms (Pack of 1),3.6 out of 5 stars,PPJ,"2,349",Capacity 2 Kilograms,Access Location Front Load
Bosch 6.5 Kg Top Load Washing Machine (WOE653D0IN-N_DarkGrey),NaN,Bosch,NaN,Capacity 7 Kilograms,NaN
"LG 7.5 Kg 5 Star Semi-Automatic Top Loading Washing Machine (P7535SMMZ, Mauve, Wind Jet Dry)",4.4 out of 5 stars,LG,"14,699",Capacity 7.5 Kilograms,NaN
PARTIZANO Bucket/Handy Washing Machine for Clothes Multicolor,NaN,PARTIZANO,"2,299",Capacity 2 Kilograms,Access Location Front Load
"LG 11 kg 5 Star Semi-Automatic Top Loading Washing Machine (P1145SRAZ, Burgundy, Punch + 3)",4.6 out of 5 stars,LG,NaN,Capacity 11 Kilograms,NaN
"Haier Fully Automatic Washing Machine with Inverter Motor, Super Drum, Dual Spray (HW80-IM12929C, Ice White)",5.0 out of 5 stars,Haier,"35,690",Capacity 8 Kilograms,Access Location Front Load
"Intex 7.5 KG Semi Automatic Top Loading Washing Machine with Toughened Glass Lid (Modern Design, Dark Black-Grey-Orange, SA75DBHG)",NaN,INTEX,"9,490",Capacity 7.5 Kilograms,NaN
"Panasonic 7.5 Kg Wifi  Fully-Automatic Top Loading Smart Washing Machine (NA-F75A10MRB, Middle Free Silver, Compatible with Alexa)",4.4 out of 5 stars,Panasonic,"21,990",Capacity 7.5 Kilograms,Access Location Top Load
Equator USA Set of 8kg Fully-Automatic Top Load Washing Machine + 2.5 kg Dryer,NaN,NaN,"41,980",NaN,NaN
"Hisense 7.0 Kg Fully-Automatic Front Loading Washing Machine (WFVB7012MS, Silver, Steam Wash, Built in Heater ), Silver",3.6 out of 5 stars,Hisense,"24,990",Capacity 7 Kilograms,NaN
"Samsung 11 Kg Inverter 5 star Fully-Automatic Top Loading Washing Machine (WA11J5751SP/TL, Silver, Wobble Technology)",3.8 out of 5 stars,Samsung,NaN,Capacity 11 Kilograms,NaN
"Samsung 9 Kg 5 Star Wi-Fi Inverter Fully-Automatic Front Loading Washing Machine (WW90T604DLN1TL, Inox, In-Built Heater)",3.6 out of 5 stars,Samsung,"45,000",Capacity 9 Kilograms,Access Location Front Load
"Intex 7 KG Semi Automatic Top Loading Washing Machine (Transparent Lid, Navy Blue and White, SA70NBPT)",NaN,INTEX,"8,490",Capacity 7 Kilograms,Access Location Top Load
"Godrej 7 Kg 5 Star Fully-Automatic Top Loading Washing Machine (WTEON ALR C 70 5.0 ROGR, Grey, Rollercoaster Wash)",4.1 out of 5 stars,Godrej,"17,990",Capacity 7 Kilograms,NaN
"Whirlpool 7.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine (360 BLOOMWASH PRO (540) 7.5, Graphite, Hexa Bloom Impeller)",4.1 out of 5 stars,Whirlpool,NaN,Capacity 7.5 Kilograms,Access Location Top Load
"Godrej 7 Kg Semi-Automatic Top Loading Washing Machine (WS AXIS 7.0 PN2 T WNRD, Red, White)",3.8 out of 5 stars,Godrej,NaN,Capacity 7 Kilograms,Access Location Top Load
"Dravizon Mini Foldable Washing Machine, Portable Washing Machine - Ultrasonic Cleaning Machine, Small Automatic Portable Underwear Folding Washing Machine",2.8 out of 5 stars,Dravizon,"9,899",NaN,Access Location Top Load
"Whirlpool 8.5 kg 5 Star Semi-Automatic Top Loading Washing Machine (ACE 8.5 TRB DRY GREY DAZZLE (10YR)-N, Grey Dazzle, 2x Drying Power)",4.4 out of 5 stars,Whirlpool,"13,590",Capacity 8.5 Kilograms,Access Location Top Load
RAMUS Mini Foldable High-Frequency Vibration Portable Top Load Washing Machine - Ultrasonic Cleaning Machine | Small Automatic Portable Underwear Folding Washing Machine (Multicolor),1.5 out of 5 stars,ramus,"4,599",NaN,Access Location Top Load
Bharat Sound Service| Washing Machine,NaN,Generic,"17,900",NaN,NaN
"Panasonic 7 Kg Wifi  Fully-Automatic Top Loading Smart Washing Machine (NA-F70A10LRB, Silver, Compatible with Alexa)",1.0 out of 5 stars,Panasonic,"21,990",Capacity 7 Kilograms,Access Location Top Load
Voltas Beko 8.5 kg Semi Automatic Washing Machine WTT85DGRG/FLRB5,NaN,Voltas Beko,NaN,Capacity 8.5 litres,NaN
Roky Mini Foldable high-Frequency Vibration Washing Machine | Portable Washing Machine - Ultrasonic Cleaning Machine | Small Automatic Portable Underwear Folding Washing Machine.,5.0 out of 5 stars,Roky,"4,299",NaN,NaN
"Bosch WAJ2426GIN Front Loading Washing Machine, 8 kg 1200 rpm (2021)",3.9 out of 5 stars,Bosch,NaN,Capacity 8 Kilograms,Access Location Front Load
Daenyx 9 Kg Jumbo Size Semi Automatic Washing Machine Top Load Red Glass Toughened(DSW-90FTLRB),4.5 out of 5 stars,DAENYX,NaN,Capacity 9 Kilograms,Access Location Top Load
BIGGTOY Mini Foldable Washing Machine | Undergarments and use in Travel Also | Ultrasonic Cleaning Machine | Small Automatic Portable Underwear Folding 2Kg Washing Machine [Multicolor],5.0 out of 5 stars,BIGGTOY,"4,399",Capacity 2 Kilograms,Access Location Top Load
"IFB 7 Kg Fully-Automatic Front Loading Washing Machine (NEO DIVA WS, White,In-Built Heater, 3D Wash Technology)",4.1 out of 5 stars,IFB,"29,990",Capacity 7 Kilograms,Access Location Front Load
"LG 12.0 Kg Inverter Wi-Fi Fully-Automatic Top Loading Washing Machine (THD12STB, Black Stainless Steel)",4.2 out of 5 stars,NaN,NaN,NaN,NaN
"Oracus 7.2 Kg Fully-Automatic Top-Loading Washing Machine (OWTL72GR, Grey, Active+)",3.8 out of 5 stars,Oracus,"13,699",Capacity 7.2 Kilograms,Access Location Top Load
"Samsung 9 Kg 5 Star Wi-Fi Inverter Fully-Automatic Front Loading Washing Machine (WW90T604DLN1TL, Inox, In-Built Heater)",3.6 out of 5 stars,Samsung,"45,000",Capacity 9 Kilograms,Access Location Front Load
"Whirlpool 7.5 kg 5 Star Inverter Fully-Automatic Top Loading Washing Machine with In-Built Heater, (360 Bloomwash PRO INV 7.5 Heater Cool Illusia) (31509)",3.6 out of 5 stars,Whirlpool,"27,990",Capacity 7.5 Kilograms,Access Location Top Load
"Hafele MARINA 6010 W, 6kg Fully-Automatic Front Loading Washing Machine with In-Built Heater, Anti Allergenic Programme, 15 Smart Wash Programs, 1000RPM Spin Speed, White (Marina 6010W)",3.9 out of 5 stars,Hafele,"20,990",Capacity 6 Kilograms,Access Location Front Load
Voltas Beko WTT85BBLS 8.5 kg Semi-Automatic Top Loading Washing Machine Stainless Steel,NaN,Voltas Beko,NaN,Capacity 8.5 Kilograms,Access Location Top Load
"IFB 8 Kg 5 Star Front Load Washing Machine 2X Power Dual Steam (SENATOR SXS 8012, Silver, Active Color Protection, Hard Water Wash)",4.5 out of 5 stars,IFB,"36,090",Capacity 8 Kilograms,Access Location Front Load
"LG 9 kg 5 Star Semi-Automatic Top Loading Washing Machine (P9041SRAZ, Burgundy)",4.8 out of 5 stars,LG,NaN,Capacity 9 Kilograms,NaN
"Haier 8.5 Kg 5 Star Anti-Bacterial Vortex Pulsator Semi Automatic Top Load Washing Machine Black (HTW85-178BK, White, Toughened Glass)",NaN,Haier,NaN,Capacity 8.5 Kilograms,Access Location Top Load
"Panasonic 7 kg Semi-Automatic Top Loading Washing Machine (NA-W70G5VRB, Violet)",4.2 out of 5 stars,Panasonic,"15,490",Capacity 7 Kilograms,NaN
"TOSHIBA 7 Kg Fully Automatic Front Loading Washing Machine (TW-J80S2-IND, White)",3.8 out of 5 stars,TOSHIBA,"30,517",Capacity 7 Kilograms,NaN
"IFB 7 Kg 5 Star Front Load Washing Machine with Power Steam (NEO DIVA SXS 7010, Silver, 1000 RPM)",5.0 out of 5 stars,IFB,NaN,Capacity 7 Kilograms,Access Location Front Load
"Panasonic 7.5 Kg Wifi Built-In Heater Fully-Automatic Top Loading Smart Washing Machine (NA-F75V10LRB, Silver, Compatible with Alexa)",4.4 out of 5 stars,Panasonic,"26,490",Capacity 7.5 Kilograms,Access Location Top Load
"6.5 Kg 5 Star Fully-Automatic Top Loading Washing Machine, Maroon",NaN,Generic,"21,000",Capacity 6.5 Kilograms,Access Location Top Load
AKSHAR INDUSTRIES Portable Washing Machine Small Mini Hand Compact Semi Automatic Washer Laundry Perfect for Home Apartment Dorm RV Camping Travel Outdoor Business Trip (pack of 1),NaN,AKSHAR INDUSTRIES,"2,499",NaN,NaN
Akshar Portable Plastic Washing Machine,3.1 out of 5 stars,NaN,"2,498",NaN,NaN
"Panasonic 8 kg 5 Star Semi-Automatic Glass Lid Top Loading Washing Machine with Powerful Motor (NA-W80H5RRB, Red, Active Foam System)",4.4 out of 5 stars,Panasonic,"17,490",Capacity 8 Kilograms,NaN
"Whirlpool 6.5 Kg Fully-Automatic Top Loading Washing Machine (Stainwash Ultra SC 10 YMW, Grey)",3.6 out of 5 stars,NaN,"21,990",NaN,NaN
"Siemens 7 kg Fully-Automatic Front Loading iQ300 Washing Machine (WM12J16WIN, White)",5.0 out of 5 stars,Siemens,"36,990",Capacity 7 Kilograms,NaN
"Panasonic 7.5 Kg Wifi Built-In Heater Fully-Automatic Top Loading Smart Washing Machine (NA-F75V10LRB, Silver, Compatible with Alexa)",4.4 out of 5 stars,Panasonic,"26,490",Capacity 7.5 Kilograms,Access Location Top Load
"Panasonic 8 Kg Wifi Built-In Heater Fully-Automatic Top Loading Smart Washing Machine (NA-F80V10SRB, Stainless Steel, Compatible with Alexa)",4.0 out of 5 stars,Panasonic,"28,690",Capacity 8 Kilograms,Access Location Top Load
Bosch WAJ2006WIN 7 Kg Fully Automatic Front Load Washing Machine,NaN,Bosch,NaN,Capacity 7 Kilograms,Access Location Front Load
"Whirlpool 6.0 kg Fully-Automatic Front Loading Washing Machine (FRESH CARE 6112, White)",3.4 out of 5 stars,NaN,"23,990",NaN,NaN
"Voltas Beko 9 kg Semi Automatic Washing Machine (Burgundy) WTT90ABRT, Top Load",4.1 out of 5 stars,Voltas Beko,NaN,Capacity 9 Kilograms,Access Location Top Load
Bharat Sound Service|Machine Washing,NaN,Generic,"18,400",NaN,NaN
Knob Suitable for Godrej WS 800 PDS Semi-Automatic Top-Loading Washing Machine,3.6 out of 5 stars,NaN,151,NaN,NaN
"Lloyd 8 Kg 5 Star Semi-Automatic Top Load Washing Machine (GLWMS80APBEL, Pastel Blue )",5.0 out of 5 stars,Lloyd,NaN,Capacity 8 Kilograms,NaN
"Intex Top Loading Washing Machine 8 KG Semi Automatic (Tricolor, 8.0 kg, Full Glass Lid, SA80BLFG)",NaN,INTEX,"11,190",Capacity 8 Kilograms,Access Location Top Load
"Whirlpool 8 kg Inverter Fully Automatic Front Load Washing Machine (Fresh Care 8212, White, Inbuilt Heater)",3.6 out of 5 stars,Whirlpool,"30,990",Capacity 8 Kilograms,Access Location Front Load
"Panasonic 6 kg 5 Star Fully Automatic Front Loading Washing Machine (NA-106MB3L01, Grey)",4.7 out of 5 stars,Panasonic,"27,990",Capacity 6 Kilograms,Access Location Front Load
